,transaction_logistic_pharmacy_id,drug_id,quantity
2725,GB94IDQP59407467623136,drug96637593,571
2726,GB94IDQP59407467623136,drug06536879,213
2727,GB94IDQP59407467623136,drug98072057,963
2728,GB94IDQP59407467623136,drug23867758,303
2729,GB94IDQP59407467623136,drug00913164,833
2730,GB94IDQP59407467623136,drug36775507,757
2731,GB94IDQP59407467623136,drug94679120,426
2732,GB94IDQP59407467623136,drug36645459,357
2733,GB94IDQP59407467623136,drug67522019,647
2734,GB94IDQP59407467623136,drug93448178,739
2735,GB94IDQP59407467623136,drug61824010,228
2736,GB94IDQP59407467623136,drug35020578,451
2737,GB94IDQP59407467623136,drug66048138,445
2738,GB94IDQP59407467623136,drug34105634,963
2739,GB94IDQP59407467623136,drug36537068,864
2740,GB94IDQP59407467623136,drug31784573,808
2741,GB94IDQP59407467623136,drug80453208,647
2742,GB94IDQP59407467623136,drug51671051,877
2743,GB94IDQP59407467623136,drug94679120,585
2744,GB94IDQP59407467623136,drug45403330,906
2745,GB94IDQP59407467623136,drug40298825,152
2746,GB94IDQP59407467623136,drug52874741,402
2747,GB94IDQP59407467623136,drug37858179,130
2748,GB94IDQP59407467623136,drug52419621,683
2749,GB94IDQP59407467623136,drug90435782,417
2750,GB94IDQP59407467623136,drug68272647,643
2751,GB94IDQP59407467623136,drug96637593,180
2752,GB94IDQP59407467623136,drug00296038,205
2753,GB94IDQP59407467623136,drug39502094,743
2754,GB94IDQP59407467623136,drug70415612,926
2755,GB94IDQP59407467623136,drug82307868,358
2756,GB94IDQP59407467623136,drug43279241,678
2757,GB94IDQP59407467623136,drug59016069,217
2758,GB94IDQP59407467623136,drug98928200,582
2759,GB94IDQP59407467623136,drug17244244,711
2760,GB94IDQP59407467623136,drug38475368,947
2761,GB94IDQP59407467623136,drug23867758,694
2762,GB94IDQP59407467623136,drug97899020,312
2763,GB94IDQP59407467623136,drug75151645,155
2764,GB94IDQP59407467623136,drug66600541,306
2765,GB94IDQP59407467623136,drug07139598,268
2766,GB94IDQP59407467623136,drug48733458,544
2767,GB94IDQP59407467623136,drug78279223,318
2768,GB94IDQP59407467623136,drug43279241,103
2769,GB94IDQP59407467623136,drug75151645,407
2770,GB94IDQP59407467623136,drug39664051,915
2771,GB94IDQP59407467623136,drug39018649,741
2772,GB94IDQP59407467623136,drug96966044,667
2773,GB94IDQP59407467623136,drug20906559,680
2774,GB94IDQP59407467623136,drug72486597,830
2775,GB94IDQP59407467623136,drug96637593,680
2776,GB94IDQP59407467623136,drug51976255,657
2777,GB94IDQP59407467623136,drug51906948,789
2778,GB94IDQP59407467623136,drug28011682,573
2779,GB94IDQP59407467623136,drug02277240,648
2780,GB94IDQP59407467623136,drug40688589,994
2781,GB94IDQP59407467623136,drug60470010,968
2782,GB94IDQP59407467623136,drug22125507,264
2783,GB94IDQP59407467623136,drug02160115,757
2784,GB94IDQP59407467623136,drug10212486,972
2785,GB94IDQP59407467623136,drug80124078,414
2786,GB94IDQP59407467623136,drug67522019,321
2787,GB94IDQP59407467623136,drug30212688,470
2788,GB94IDQP59407467623136,drug22852205,716
2789,GB94IDQP59407467623136,drug78223950,793
2790,GB94IDQP59407467623136,drug31784573,380
2791,GB94IDQP59407467623136,drug70453034,610
2792,GB94IDQP59407467623136,drug73414681,791
2793,GB94IDQP59407467623136,drug04673408,642
2794,GB94IDQP59407467623136,drug81570454,775
2795,GB94IDQP59407467623136,drug81285006,526
2796,GB94IDQP59407467623136,drug70682915,722
2797,GB94IDQP59407467623136,drug38178634,424
2798,GB94IDQP59407467623136,drug70453034,657
2799,GB94IDQP59407467623136,drug82670597,470
2800,GB94IDQP59407467623136,drug07139598,247
2801,GB94IDQP59407467623136,drug07437342,357
2802,GB94IDQP59407467623136,drug27231500,603
2803,GB94IDQP59407467623136,drug39018649,341
2804,GB94IDQP59407467623136,drug09332102,844
2805,GB94IDQP59407467623136,drug82627058,161
2806,GB94IDQP59407467623136,drug07216213,914
2807,GB94IDQP59407467623136,drug00666374,465
2808,GB94IDQP59407467623136,drug07954108,624
2809,GB94IDQP59407467623136,drug53526540,604
2810,GB94IDQP59407467623136,drug81459506,497
2811,GB94IDQP59407467623136,drug45403330,297
2812,GB94IDQP59407467623136,drug03704639,554
2813,GB94IDQP59407467623136,drug78223950,183
2814,GB94IDQP59407467623136,drug37858179,377
2815,GB94IDQP59407467623136,drug67531332,999
2816,GB94IDQP59407467623136,drug92078413,380
2817,GB94IDQP59407467623136,drug59470267,746
2818,GB94IDQP59407467623136,drug91871275,677
2819,GB94IDQP59407467623136,drug30212688,906
2820,GB94IDQP59407467623136,drug45403330,866
2821,GB94IDQP59407467623136,drug07951190,842
2822,GB94IDQP59407467623136,drug76207815,326
2823,GB94IDQP59407467623136,drug07951190,831
2824,GB94IDQP59407467623136,drug37591403,300
2825,GB94IDQP59407467623136,drug81285006,464
2826,GB94IDQP59407467623136,drug35020578,897
2827,GB94IDQP59407467623136,drug82307868,485
2828,GB94IDQP59407467623136,drug59470267,124
2829,GB94IDQP59407467623136,drug29155903,135
2830,GB94IDQP59407467623136,drug00666374,105
2831,GB94IDQP59407467623136,drug07442995,978
2832,GB94IDQP59407467623136,drug07437342,492
2833,GB94IDQP59407467623136,drug51906948,593
2834,GB94IDQP59407467623136,drug61531215,322
2835,GB94IDQP59407467623136,drug54349650,498
2836,GB94IDQP59407467623136,drug27231500,819
2837,GB94IDQP59407467623136,drug78926509,457
2838,GB94IDQP59407467623136,drug39502094,816
2839,GB94IDQP59407467623136,drug94449822,630
2840,GB94IDQP59407467623136,drug48331708,356
2841,GB94IDQP59407467623136,drug09332102,293
2842,GB94IDQP59407467623136,drug05244287,472
2843,GB94IDQP59407467623136,drug72930892,148
2844,GB94IDQP59407467623136,drug39502094,457
2845,GB94IDQP59407467623136,drug78926509,983
2846,GB94IDQP59407467623136,drug83741951,618
2847,GB94IDQP59407467623136,drug83741951,218
2848,GB94IDQP59407467623136,drug85864856,976
2849,GB94IDQP59407467623136,drug36645459,736
2850,GB94IDQP59407467623136,drug68357658,179
2851,GB94IDQP59407467623136,drug68357658,918
2852,GB94IDQP59407467623136,drug29155903,637
2853,GB94IDQP59407467623136,drug39018649,470
2854,GB94IDQP59407467623136,drug97899020,534
2855,GB94IDQP59407467623136,drug51906948,273
2856,GB94IDQP59407467623136,drug02684192,178
2857,GB94IDQP59407467623136,drug44812263,360
2858,GB94IDQP59407467623136,drug00913164,345
2859,GB94IDQP59407467623136,drug81472369,515
2860,GB94IDQP59407467623136,drug94449822,414
2861,GB94IDQP59407467623136,drug78926509,454
2862,GB94IDQP59407467623136,drug65864098,761
2863,GB94IDQP59407467623136,drug94575323,224
2864,GB94IDQP59407467623136,drug78926509,499
2865,GB94IDQP59407467623136,drug13317331,658
2866,GB94IDQP59407467623136,drug34105634,658
2867,GB94IDQP59407467623136,drug22125507,201
2868,GB94IDQP59407467623136,drug39018649,985
2869,GB94IDQP59407467623136,drug78926509,409
2870,GB94IDQP59407467623136,drug31784573,834
2871,GB94IDQP59407467623136,drug93448178,630
2872,GB94IDQP59407467623136,drug90188947,336
2873,GB94IDQP59407467623136,drug80279068,899
2874,GB94IDQP59407467623136,drug80124078,441
2875,GB94IDQP59407467623136,drug65864098,874
2876,GB94IDQP59407467623136,drug36537068,607
2877,GB94IDQP59407467623136,drug26446547,776
2878,GB94IDQP59407467623136,drug07954108,828
2879,GB94IDQP59407467623136,drug66600541,898
2880,GB94IDQP59407467623136,drug48331708,579
2881,GB94IDQP59407467623136,drug07951190,907
2882,GB94IDQP59407467623136,drug81285006,377
2883,GB94IDQP59407467623136,drug26446547,935
2884,GB94IDQP59407467623136,drug96302910,870
2885,GB94IDQP59407467623136,drug63247565,818
2886,GB94IDQP59407467623136,drug02347912,355
2887,GB94IDQP59407467623136,drug96335857,751
2888,GB94IDQP59407467623136,drug02160115,930
2889,GB94IDQP59407467623136,drug56280364,582
2890,GB94IDQP59407467623136,drug35061861,521
2891,GB94IDQP59407467623136,drug63702156,753
2892,GB94IDQP59407467623136,drug56280364,718
2893,GB94IDQP59407467623136,drug62781800,736
2894,GB94IDQP59407467623136,drug12890255,428
2895,GB94IDQP59407467623136,drug00296038,923
2896,GB94IDQP59407467623136,drug60282545,789
2897,GB94IDQP59407467623136,drug58415733,961
2898,GB94IDQP59407467623136,drug75339562,883
2899,GB94IDQP59407467623136,drug06536879,329
2900,GB94IDQP59407467623136,drug38178634,872
2901,GB94IDQP59407467623136,drug73414681,916
2902,GB94IDQP59407467623136,drug00913164,586
2903,GB94IDQP59407467623136,drug31784573,715
2904,GB94IDQP59407467623136,drug06536879,392
2905,GB94IDQP59407467623136,drug07596964,371
2906,GB94IDQP59407467623136,drug00913164,830
2907,GB94IDQP59407467623136,drug14294525,953
2908,GB94IDQP59407467623136,drug78926509,843
2909,GB94IDQP59407467623136,drug56280364,398
2910,GB94IDQP59407467623136,drug76207815,959
2911,GB94IDQP59407467623136,drug52419621,406
2912,GB94IDQP59407467623136,drug55536073,124
2913,GB94IDQP59407467623136,drug49452730,196
2914,GB94IDQP59407467623136,drug25473605,870
2915,GB94IDQP59407467623136,drug73414681,336
2916,GB94IDQP59407467623136,drug36645459,931
2917,GB94IDQP59407467623136,drug81285006,502
2918,GB94IDQP59407467623136,drug98072057,515
2919,GB94IDQP59407467623136,drug70415612,948
2920,GB94IDQP59407467623136,drug75339562,616
2921,GB94IDQP59407467623136,drug29155903,376
2922,GB94IDQP59407467623136,drug66048138,655
2923,GB94IDQP59407467623136,drug53526540,869
2924,GB94IDQP59407467623136,drug63247565,898
2925,GB94IDQP59407467623136,drug66048138,131
2926,GB94IDQP59407467623136,drug51976255,373
2927,GB94IDQP59407467623136,drug45403330,414
2928,GB94IDQP59407467623136,drug72250907,801
2929,GB94IDQP59407467623136,drug93448178,991
2930,GB94IDQP59407467623136,drug73216940,234
2931,GB94IDQP59407467623136,drug67522019,872
2932,GB94IDQP59407467623136,drug66048138,722
2933,GB94IDQP59407467623136,drug27231500,703
2934,GB94IDQP59407467623136,drug98072057,719
2935,GB94IDQP59407467623136,drug51906948,374
2936,GB94IDQP59407467623136,drug63617689,268
2937,GB94IDQP59407467623136,drug66600541,659
2938,GB94IDQP59407467623136,drug62529365,522
2939,GB94IDQP59407467623136,drug55536073,586
2940,GB94IDQP59407467623136,drug19384863,283
2941,GB94IDQP59407467623136,drug67522019,717
2942,GB94IDQP59407467623136,drug71734989,654
2943,GB94IDQP59407467623136,drug63617689,129
2944,GB94IDQP59407467623136,drug22852205,208
2945,GB94IDQP59407467623136,drug12221745,589
2946,GB94IDQP59407467623136,drug23177871,714
2947,GB94IDQP59407467623136,drug96335857,303
2948,GB94IDQP59407467623136,drug91871275,721
2949,GB94IDQP59407467623136,drug10212486,592
2950,GB94IDQP59407467623136,drug71734989,377
2951,GB94IDQP59407467623136,drug34105634,266
2952,GB94IDQP59407467623136,drug87480702,616
2953,GB94IDQP59407467623136,drug78279223,114
2954,GB94IDQP59407467623136,drug36646647,676
2955,GB94IDQP59407467623136,drug51976255,572
2956,GB94IDQP59407467623136,drug66048138,941
2957,GB94IDQP59407467623136,drug96302910,887
2958,GB94IDQP59407467623136,drug75151645,574
2959,GB94IDQP59407467623136,drug36537068,219
2960,GB94IDQP59407467623136,drug66600541,523
2961,GB94IDQP59407467623136,drug77438058,815
2962,GB94IDQP59407467623136,drug51423551,628
2963,GB94IDQP59407467623136,drug81478514,662
2964,GB94IDQP59407467623136,drug39664051,732
2965,GB94IDQP59407467623136,drug60470010,765
2966,GB94IDQP59407467623136,drug43279241,919
2967,GB94IDQP59407467623136,drug30387515,661
2968,GB94IDQP59407467623136,drug39664051,169
2969,GB94IDQP59407467623136,drug83393358,599
2970,GB94IDQP59407467623136,drug38475368,794
2971,GB94IDQP59407467623136,drug84538864,521
2972,GB94IDQP59407467623136,drug81163762,997
2973,GB94IDQP59407467623136,drug68272647,326
2974,GB94IDQP59407467623136,drug62529365,798
2975,GB94IDQP59407467623136,drug15406590,863
2976,GB94IDQP59407467623136,drug96335857,316
2977,GB94IDQP59407467623136,drug05810291,107
2978,GB94IDQP59407467623136,drug68272647,603
2979,GB94IDQP59407467623136,drug45482502,442
2980,GB94IDQP59407467623136,drug07442995,713
2981,GB94IDQP59407467623136,drug75339562,494
2982,GB94IDQP59407467623136,drug63617689,921
2983,GB94IDQP59407467623136,drug66295327,142
2984,GB94IDQP59407467623136,drug85966482,409
2985,GB94IDQP59407467623136,drug53284600,475
2986,GB94IDQP59407467623136,drug35020578,475
2987,GB94IDQP59407467623136,drug12890255,559
2988,GB94IDQP59407467623136,drug79748780,519
2989,GB94IDQP59407467623136,drug03209257,985
2990,GB94IDQP59407467623136,drug90435782,468
2991,GB94IDQP59407467623136,drug96966044,944
2992,GB94IDQP59407467623136,drug09332102,998
2993,GB94IDQP59407467623136,drug91280893,303
2994,GB94IDQP59407467623136,drug51976255,677
2995,GB94IDQP59407467623136,drug02684192,478
2996,GB94IDQP59407467623136,drug72889619,833
2997,GB94IDQP59407467623136,drug56280364,540
2998,GB94IDQP59407467623136,drug13038472,165
2999,GB94IDQP59407467623136,drug48331708,979
3000,GB94IDQP59407467623136,drug73216940,166
3001,GB94IDQP59407467623136,drug31410335,543
3002,GB94IDQP59407467623136,drug12221745,238
3003,GB94IDQP59407467623136,drug07442995,109
3004,GB94IDQP59407467623136,drug13317331,905
3005,GB94IDQP59407467623136,drug21625060,442
3006,GB94IDQP59407467623136,drug75151645,108
3007,GB94IDQP59407467623136,drug02160115,299
3008,GB94IDQP59407467623136,drug30387515,329
3009,GB94IDQP59407467623136,drug37591403,578
3010,GB94IDQP59407467623136,drug78926509,325
3011,GB94IDQP59407467623136,drug60470010,718
3012,GB94IDQP59407467623136,drug14294525,326
3013,GB94IDQP59407467623136,drug49452730,287
3014,GB94IDQP59407467623136,drug07954108,654
3015,GB94IDQP59407467623136,drug00296038,584
3016,GB94IDQP59407467623136,drug80453208,125
3017,GB94IDQP59407467623136,drug81472369,944
3018,GB94IDQP59407467623136,drug59470267,870
3019,GB94IDQP59407467623136,drug54349650,445
3020,GB94IDQP59407467623136,drug81478514,211
3021,GB94IDQP59407467623136,drug00666374,884
3022,GB94IDQP59407467623136,drug82563585,222
3023,GB94IDQP59407467623136,drug04679172,842
3024,GB94IDQP59407467623136,drug61824010,688
3025,GB94IDQP59407467623136,drug36646647,501
3026,GB94IDQP59407467623136,drug40298825,219
3027,GB94IDQP59407467623136,drug57961255,864
3028,GB94IDQP59407467623136,drug31004220,219
3029,GB94IDQP59407467623136,drug51423551,417
3030,GB94IDQP59407467623136,drug13038472,151
3031,GB94IDQP59407467623136,drug98928200,149
3032,GB94IDQP59407467623136,drug91871275,808
3033,GB94IDQP59407467623136,drug66295327,617
3034,GB94IDQP59407467623136,drug80453208,445
3035,GB94IDQP59407467623136,drug49452730,283
3036,GB94IDQP59407467623136,drug78223950,541
3037,GB94IDQP59407467623136,drug80453208,462
3038,GB94IDQP59407467623136,drug15406590,442
3039,GB94IDQP59407467623136,drug34105634,550
3040,GB94IDQP59407467623136,drug24714877,953
3041,GB94IDQP59407467623136,drug13317331,731
3042,GB94IDQP59407467623136,drug51906948,817
3043,GB94IDQP59407467623136,drug42187806,588
3044,GB94IDQP59407467623136,drug36775507,364
3045,GB94IDQP59407467623136,drug68272647,266
3046,GB94IDQP59407467623136,drug03209257,209
3047,GB94IDQP59407467623136,drug81570454,495
3048,GB94IDQP59407467623136,drug12221745,906
3049,GB94IDQP59407467623136,drug47051621,643
3050,GB94IDQP59407467623136,drug90730092,670
3051,GB94IDQP59407467623136,drug24714877,861
3052,GB94IDQP59407467623136,drug21625060,468
3053,GB94IDQP59407467623136,drug09768543,987
3054,GB94IDQP59407467623136,drug03209257,190
3055,GB94IDQP59407467623136,drug35020578,154
3056,GB94IDQP59407467623136,drug90626067,572
3057,GB94IDQP59407467623136,drug45996863,361
3058,GB94IDQP59407467623136,drug06536879,124
3059,GB94IDQP59407467623136,drug45403330,611
3060,GB94IDQP59407467623136,drug31999410,872
3061,GB94IDQP59407467623136,drug34105634,208
3062,GB94IDQP59407467623136,drug60843760,227
3063,GB94IDQP59407467623136,drug09332102,445
3064,GB94IDQP59407467623136,drug70682915,822
3065,GB94IDQP59407467623136,drug22125507,766
3066,GB94IDQP59407467623136,drug93448178,979
3067,GB94IDQP59407467623136,drug72889619,932
3068,GB94IDQP59407467623136,drug68272647,466
3069,GB94IDQP59407467623136,drug81478514,562
3070,GB94IDQP59407467623136,drug96637593,676
3071,GB94IDQP59407467623136,drug45482502,633
3072,GB94IDQP59407467623136,drug91243812,533
3073,GB94IDQP59407467623136,drug00296038,664
3074,GB94IDQP59407467623136,drug39502094,648
3075,GB94IDQP59407467623136,drug82307868,756
3076,GB94IDQP59407467623136,drug51671051,594
3077,GB94IDQP59407467623136,drug36775507,467
3078,GB94IDQP59407467623136,drug80124078,820
3079,GB94IDQP59407467623136,drug67531332,619
3080,GB94IDQP59407467623136,drug40688589,521
3081,GB94IDQP59407467623136,drug42187806,914
3082,GB94IDQP59407467623136,drug39502094,899
3083,GB94IDQP59407467623136,drug13317331,102
3084,GB94IDQP59407467623136,drug36646647,558
3085,GB94IDQP59407467623136,drug24571234,587
3086,GB94IDQP59407467623136,drug96302910,562
3087,GB94IDQP59407467623136,drug63617689,841
3088,GB94IDQP59407467623136,drug10212486,725
3089,GB94IDQP59407467623136,drug85966482,867
3090,GB94IDQP59407467623136,drug90435782,703
3091,GB94IDQP59407467623136,drug31004220,728
3092,GB94IDQP59407467623136,drug05244287,204
3093,GB94IDQP59407467623136,drug04673408,710
3094,GB94IDQP59407467623136,drug91084545,820
3095,GB94IDQP59407467623136,drug59470267,482
3096,GB94IDQP59407467623136,drug54148048,873
3097,GB94IDQP59407467623136,drug30212688,396
3098,GB94IDQP59407467623136,drug62529365,952
3099,GB94IDQP59407467623136,drug88734576,610
3100,GB94IDQP59407467623136,drug07139598,449
3101,GB94IDQP59407467623136,drug10580707,910
3102,GB94IDQP59407467623136,drug93448178,434
3103,GB94IDQP59407467623136,drug22155948,733
3104,GB94IDQP59407467623136,drug82670597,872
3105,GB94IDQP59407467623136,drug27231500,918
3106,GB94IDQP59407467623136,drug45996863,334
3107,GB94IDQP59407467623136,drug00666374,767
3108,GB94IDQP59407467623136,drug93448178,660
3109,GB94IDQP59407467623136,drug24274852,705
3110,GB94IDQP59407467623136,drug68272647,357
3111,GB94IDQP59407467623136,drug07951190,898
3112,GB94IDQP59407467623136,drug02160115,743
3113,GB94IDQP59407467623136,drug90435782,125
3114,GB94IDQP59407467623136,drug90482731,808
3115,GB94IDQP59407467623136,drug81285006,738
3116,GB94IDQP59407467623136,drug31410335,936
3117,GB94IDQP59407467623136,drug16113015,904
3118,GB94IDQP59407467623136,drug12890255,438
3119,GB94IDQP59407467623136,drug66295327,375
3120,GB94IDQP59407467623136,drug82307868,106
3121,GB94IDQP59407467623136,drug34789896,617
3122,GB94IDQP59407467623136,drug09768543,577
3123,GB94IDQP59407467623136,drug23867758,938
3124,GB94IDQP59407467623136,drug90482731,114
3125,GB94IDQP59407467623136,drug16113015,516
3126,GB94IDQP59407467623136,drug07005824,992
3127,GB94IDQP59407467623136,drug97899020,693
3128,GB94IDQP59407467623136,drug03209257,813
3129,GB94IDQP59407467623136,drug82627058,474
3130,GB94IDQP59407467623136,drug29155903,785
3131,GB94IDQP59407467623136,drug40688589,947
3132,GB94IDQP59407467623136,drug98072057,445
3133,GB94IDQP59407467623136,drug36775507,571
3134,GB94IDQP59407467623136,drug80453208,386
3135,GB94IDQP59407467623136,drug01308433,230
3136,GB94IDQP59407467623136,drug73216940,305
3137,GB94IDQP59407467623136,drug10580707,518
3138,GB94IDQP59407467623136,drug72930892,103
3139,GB94IDQP59407467623136,drug96637593,150
3140,GB94IDQP59407467623136,drug10212486,283
3141,GB94IDQP59407467623136,drug37591403,858
3142,GB94IDQP59407467623136,drug02277240,880
3143,GB94IDQP59407467623136,drug14294525,505
3144,GB94IDQP59407467623136,drug00296038,713
3145,GB94IDQP59407467623136,drug40052861,256
3146,GB94IDQP59407467623136,drug15406590,812
3147,GB94IDQP59407467623136,drug75339562,397
3148,GB94IDQP59407467623136,drug31784573,495
3149,GB94IDQP59407467623136,drug81285006,456
3150,GB94IDQP59407467623136,drug07951190,836
3151,GB94IDQP59407467623136,drug70682915,195
3152,GB94IDQP59407467623136,drug07005824,108
3153,GB94IDQP59407467623136,drug11824657,392
3154,GB94IDQP59407467623136,drug51906948,813
3155,GB94IDQP59407467623136,drug72250907,991
3156,GB94IDQP59407467623136,drug81570454,148
3157,GB94IDQP59407467623136,drug75324698,625
3158,GB94IDQP59407467623136,drug78926509,662
3159,GB94IDQP59407467623136,drug60843760,166
3160,GB94IDQP59407467623136,drug12503070,767
3161,GB94IDQP59407467623136,drug36646647,495
3162,GB94IDQP59407467623136,drug07596964,192
3163,GB94IDQP59407467623136,drug63617689,344
3164,GB94IDQP59407467623136,drug12221745,697
3165,GB94IDQP59407467623136,drug58415733,572
3166,GB94IDQP59407467623136,drug29155903,541
3167,GB94IDQP59407467623136,drug30212688,663
3168,GB94IDQP59407467623136,drug22852205,973
3169,GB94IDQP59407467623136,drug78665699,647
3170,GB94IDQP59407467623136,drug82307868,298
3171,GB94IDQP59407467623136,drug94575323,125
3172,GB94IDQP59407467623136,drug09332102,298
3173,GB94IDQP59407467623136,drug72930892,558
3174,GB94IDQP59407467623136,drug85881884,626
3175,GB94IDQP59407467623136,drug60843760,977
3176,GB94IDQP59407467623136,drug94575323,432
3177,GB94IDQP59407467623136,drug19384863,782
3178,GB94IDQP59407467623136,drug95984926,781
3179,GB94IDQP59407467623136,drug94449822,112
3180,GB94IDQP59407467623136,drug04673408,800
3181,GB94IDQP59407467623136,drug75324698,104
3182,GB94IDQP59407467623136,drug35020578,748
3183,GB94IDQP59407467623136,drug54349650,386
3184,GB94IDQP59407467623136,drug38178634,246
3185,GB94IDQP59407467623136,drug94679120,895
3186,GB94IDQP59407467623136,drug30387515,786
3187,GB94IDQP59407467623136,drug56280364,319
3188,GB94IDQP59407467623136,drug34789896,852
3189,GB94IDQP59407467623136,drug38178634,355
3190,GB94IDQP59407467623136,drug94575323,285
3191,GB94IDQP59407467623136,drug12221745,248
3192,GB94IDQP59407467623136,drug52874741,277
3193,GB94IDQP59407467623136,drug96637593,257
3194,GB94IDQP59407467623136,drug54148048,145
3195,GB94IDQP59407467623136,drug70682915,692
3196,GB94IDQP59407467623136,drug49452730,304
3197,GB94IDQP59407467623136,drug82307868,292
3198,GB94IDQP59407467623136,drug70453034,925
3199,GB94IDQP59407467623136,drug03209257,789
3200,GB94IDQP59407467623136,drug13038472,861
3201,GB94IDQP59407467623136,drug34789896,988
3202,GB94IDQP59407467623136,drug53526540,218
3203,GB94IDQP59407467623136,drug02160115,203
3204,GB94IDQP59407467623136,drug34105634,363
3205,GB94IDQP59407467623136,drug80124078,236
3206,GB94IDQP59407467623136,drug92078413,985
3207,GB94IDQP59407467623136,drug76207815,735
3208,GB94IDQP59407467623136,drug36645459,706
3209,GB94IDQP59407467623136,drug53526540,480
3210,GB94IDQP59407467623136,drug75324698,568
3211,GB94IDQP59407467623136,drug31999410,860
3212,GB94IDQP59407467623136,drug94575323,577
3213,GB94IDQP59407467623136,drug78279223,876
3214,GB94IDQP59407467623136,drug77438058,296
3215,GB94IDQP59407467623136,drug78665699,532
3216,GB94IDQP59407467623136,drug67531332,193
3217,GB94IDQP59407467623136,drug82563585,193
3218,GB94IDQP59407467623136,drug05497454,316
3219,GB94IDQP59407467623136,drug57961255,471
3220,GB94IDQP59407467623136,drug84538864,424
3221,GB94IDQP59407467623136,drug71734989,874
3222,GB94IDQP59407467623136,drug47051621,554
3223,GB94IDQP59407467623136,drug37448561,692
3224,GB94IDQP59407467623136,drug63617689,219
3225,GB94IDQP59407467623136,drug94679120,188
3226,GB94IDQP59407467623136,drug19384863,645
3227,GB94IDQP59407467623136,drug51423551,793
3228,GB94IDQP59407467623136,drug40688589,463
3229,GB94IDQP59407467623136,drug02347912,203
3230,GB94IDQP59407467623136,drug31282017,488
3231,GB94IDQP59407467623136,drug53284600,347
3232,GB94IDQP59407467623136,drug01308433,597
3233,GB94IDQP59407467623136,drug52874741,228
3234,GB94IDQP59407467623136,drug63441802,828
3235,GB94IDQP59407467623136,drug10580707,159
3236,GB94IDQP59407467623136,drug15371560,541
3237,GB94IDQP59407467623136,drug34105634,199
3238,GB94IDQP59407467623136,drug35020578,198
3239,GB94IDQP59407467623136,drug10580707,767
3240,GB94IDQP59407467623136,drug79748780,167
3241,GB94IDQP59407467623136,drug23177871,765
3242,GB94IDQP59407467623136,drug02277240,904
3243,GB94IDQP59407467623136,drug54148048,399
3244,GB94IDQP59407467623136,drug52419621,189
3245,GB94IDQP59407467623136,drug39664051,907
3246,GB94IDQP59407467623136,drug04679172,216
3247,GB94IDQP59407467623136,drug37448561,457
3248,GB94IDQP59407467623136,drug58415733,456
3249,GB94IDQP59407467623136,drug07954108,137
3250,GB94IDQP59407467623136,drug07216213,916
3251,GB94IDQP59407467623136,drug51671051,236
3252,GB94IDQP59407467623136,drug63247565,150
3253,GB94IDQP59407467623136,drug85864856,522
3254,GB94IDQP59407467623136,drug66048138,836
3255,GB94IDQP59407467623136,drug92078413,575
3256,GB94IDQP59407467623136,drug17244244,497
3257,GB94IDQP59407467623136,drug73414681,771
3258,GB94IDQP59407467623136,drug91084545,421
3259,GB94IDQP59407467623136,drug62781800,483
3260,GB94IDQP59407467623136,drug22155948,174
3261,GB94IDQP59407467623136,drug36645459,605
3262,GB94IDQP59407467623136,drug01308433,479
3263,GB94IDQP59407467623136,drug36775507,528
3264,GB94IDQP59407467623136,drug75324698,994
3265,GB94IDQP59407467623136,drug97899020,704
3266,GB94IDQP59407467623136,drug81478514,649
3267,GB94IDQP59407467623136,drug07139598,287
3268,GB94IDQP59407467623136,drug82670597,323
3269,GB94IDQP59407467623136,drug24714877,264
3270,GB94IDQP59407467623136,drug72250907,868
3271,GB94IDQP59407467623136,drug81472369,631
3272,GB94IDQP59407467623136,drug43279241,195
3273,GB94IDQP59407467623136,drug02684192,140
3274,GB94IDQP59407467623136,drug21625060,165
3275,GB94IDQP59407467623136,drug02277240,189
3276,GB94IDQP59407467623136,drug95984926,345
3277,GB94IDQP59407467623136,drug10580707,721
3278,GB94IDQP59407467623136,drug52874741,565
3279,GB94IDQP59407467623136,drug89581438,573
3280,GB94IDQP59407467623136,drug15371560,866
3281,GB94IDQP59407467623136,drug51423551,233
3282,GB94IDQP59407467623136,drug62529365,819
3283,GB94IDQP59407467623136,drug80279068,495
3284,GB94IDQP59407467623136,drug09768543,760
3285,GB94IDQP59407467623136,drug47051621,194
3286,GB94IDQP59407467623136,drug63617689,475
3287,GB94IDQP59407467623136,drug94679120,551
3288,GB94IDQP59407467623136,drug91084545,373
3289,GB94IDQP59407467623136,drug63758054,339
3290,GB94IDQP59407467623136,drug90188947,897
3291,GB94IDQP59407467623136,drug43279241,923
3292,GB94IDQP59407467623136,drug90482731,505
3293,GB94IDQP59407467623136,drug40298825,178
3294,GB94IDQP59407467623136,drug09768543,489
3295,GB94IDQP59407467623136,drug49452730,916
3296,GB94IDQP59407467623136,drug73216940,595
3297,GB94IDQP59407467623136,drug91084545,190
3298,GB94IDQP59407467623136,drug54349650,933
3299,GB94IDQP59407467623136,drug44812263,197
3300,GB94IDQP59407467623136,drug02277240,590
3301,GB94IDQP59407467623136,drug78926509,109
3302,GB94IDQP59407467623136,drug82627058,468
3303,GB94IDQP59407467623136,drug81478514,352
3304,GB94IDQP59407467623136,drug75151645,896
3305,GB94IDQP59407467623136,drug35061861,713
3306,GB94IDQP59407467623136,drug07596964,397
